created_at,id,id_str,full_text,truncated,display_text_range,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,quoted_status_id,quoted_status_id_str,quoted_status,text,favorited_by,scopes,display_text_width,retweeted_status,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2022-11-28T12:09:00Z,1597276385118392300,1597276385118392322,#Dragonflight #worldofwarcraft #WoW_Partner Can I please? #BlizzardEU https://t.co/zi2Q2W7rL8,FALSE,69,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,#Dragonflight #worldofwarcraft #WoW_Partner Can I please? #BlizzardEU https://t.co/zi2Q2W7rL8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:08:28Z,1597276247469355e3,1597276247469355010,"World of Warcraft: #Dragonflight releases TODAY, November 28th 🐉

Are you as excited as we are? ✨

#WePhotoshopBirly 🧸

#worldofwarcraft #Dragonflight #games #gaming https://t.co/R1GrRp7Ovw",FALSE,165,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,3,FALSE,FALSE,FALSE,en,NA,NA,,"World of Warcraft: #Dragonflight releases TODAY, November 28th 🐉

Are you as excited as we are? ✨

#WePhotoshopBirly 🧸

#worldofwarcraft #Dragonflight #games #gaming https://t.co/R1GrRp7Ovw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:08:26Z,1597276241790636e3,1597276241790636033,"Well so far this is a great sendoff from Shadowlands, both dropped within 5 minutes of each other. #warcraft #worldofwarcraft #Dragonflight https://t.co/zwgOLWHqOS",FALSE,139,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,2,FALSE,FALSE,FALSE,en,NA,NA,,"Well so far this is a great sendoff from Shadowlands, both dropped within 5 minutes of each other. #warcraft #worldofwarcraft #Dragonflight https://t.co/zwgOLWHqOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:07:01Z,1597275885077307400,1597275885077307393,"Will be in Discord and Live tonight for the launch of Dragonflight. 

Where all my #Warcraft fans at? 

How do you feel about this upcoming expansion?

#dragonflight #Wow https://t.co/dMOahb5FuU",FALSE,170,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,1,FALSE,FALSE,FALSE,en,NA,NA,,"Will be in Discord and Live tonight for the launch of Dragonflight. 

Where all my #Warcraft fans at? 

How do you feel about this upcoming expansion?

#dragonflight #Wow https://t.co/dMOahb5FuU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:06:48Z,1597275831092777e3,1597275831092776960,World of Lovecraft #Dragonflight https://t.co/wTZ0IDkWzj,FALSE,32,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,5,FALSE,FALSE,FALSE,en,NA,NA,,World of Lovecraft #Dragonflight https://t.co/wTZ0IDkWzj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:06:44Z,1597275813325308e3,1597275813325307904,Going to be streaming #Warcraft #WoW #Dragonflight after work for the launch!  Will have drops enabled for those trying to get their #Feldrake!  https://t.co/7lHNT6Il9j,FALSE,168,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,4,FALSE,FALSE,FALSE,en,NA,NA,,Going to be streaming #Warcraft #WoW #Dragonflight after work for the launch!  Will have drops enabled for those trying to get their #Feldrake!  https://t.co/7lHNT6Il9j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:06:34Z,1597275770602541e3,1597275770602541056,Happy #Dragonflight launch day! #AurongodxHKC #Warcraft https://t.co/rCG3WHIPEZ,FALSE,55,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,2,FALSE,FALSE,FALSE,en,NA,NA,,Happy #Dragonflight launch day! #AurongodxHKC #Warcraft https://t.co/rCG3WHIPEZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:06:31Z,1597275760620077e3,1597275760620077056,So today is in fact the day. The day we all drove into #Dragonflight. Today the dragons fly. On expansion launch day I like to spend the day reminiscing on all the truly life changing and memorable moments I’ve shared with others and alone in this 18 year journey.,FALSE,264,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,1,FALSE,FALSE,NA,en,NA,NA,,So today is in fact the day. The day we all drove into #Dragonflight. Today the dragons fly. On expansion launch day I like to spend the day reminiscing on all the truly life changing and memorable moments I’ve shared with others and alone in this 18 year journey.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:06:24Z,1597275730437496800,1597275730437496834,"I've been sick over the holiday and so my content has been lacking, I do apologize. But I'm on the mend and ready to get back to it! See you soon!
#YouTube
#twitch
#streamer 
#Dragonflight
#WorldOfWarcraft
#Splatoon3 
#newworldgame",FALSE,231,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,2,FALSE,FALSE,NA,en,NA,NA,,"I've been sick over the holiday and so my content has been lacking, I do apologize. But I'm on the mend and ready to get back to it! See you soon!
#YouTube
#twitch
#streamer 
#Dragonflight
#WorldOfWarcraft
#Splatoon3 
#newworldgame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:06:17Z,1597275701195202600,1597275701195202560,"Second story of mine today is another @pcgamer guide, this one on leveling - good reading before @warcraft #dragonflight pops tonight! Thanks, @vision_burn. https://t.co/BOQowA3g0N",FALSE,180,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,3,FALSE,FALSE,FALSE,en,NA,NA,,"Second story of mine today is another @pcgamer guide, this one on leveling - good reading before @warcraft #dragonflight pops tonight! Thanks, @vision_burn. https://t.co/BOQowA3g0N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:05:59Z,1597275622514233300,1597275622514233346,"If anyone wants to say hello tomorrow night, I may be streaming the launch of #Dragonflight , the newest @Warcraft expansion.  I'm so hyped, it feels like xmas is coming early!
Give me a follow if you would.  I don't bite (my dragon mount does, though.) 
https://t.co/cN9CRoVo77",FALSE,278,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,3,FALSE,FALSE,FALSE,en,NA,NA,,"If anyone wants to say hello tomorrow night, I may be streaming the launch of #Dragonflight , the newest @Warcraft expansion.  I'm so hyped, it feels like xmas is coming early!
Give me a follow if you would.  I don't bite (my dragon mount does, though.) 
https://t.co/cN9CRoVo77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:05:26Z,159727548575898e4,1597275485758980097,24HR STREAM!!!| !Drops for FELDRAKE+ICHABOD PET! | DRAGONFLIGHT LAUNCH 6PM EST! | NEW STREAM THINGS!!! !slimecat !about !discord https://t.co/Atm8UR5FS8 #worldofwarcraft #dragonflight #drops #twitch #warcraft #blackstreamer #pathtopartner,FALSE,238,,,"<a href=""https://streamlabs.com"" rel=""nofollow"">Streamlabs Twitter</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,6,FALSE,FALSE,FALSE,en,NA,NA,,24HR STREAM!!!| !Drops for FELDRAKE+ICHABOD PET! | DRAGONFLIGHT LAUNCH 6PM EST! | NEW STREAM THINGS!!! !slimecat !about !discord https://t.co/Atm8UR5FS8 #worldofwarcraft #dragonflight #drops #twitch #warcraft #blackstreamer #pathtopartner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:05:24Z,1597275475982057500,1597275475982057472,"World of Warcraft: #Dragonflight releases today! 

Here are the release times, broken down by time zone. https://t.co/R338SX3nAI",FALSE,104,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"World of Warcraft: #Dragonflight releases today! 

Here are the release times, broken down by time zone. https://t.co/R338SX3nAI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:04:43Z,1597275303755120600,1597275303755120644,"Happy Dragonflight launch day everyone🎉!! 

Finally the day has arrived, and what better way to start than with a render of my characters amazed and excited to explore the dragon Isles! 
.
.
#worldofwarcraft #warcraft #dragonflight #3dart #nightelf https://t.co/KRVMWFlbBu",FALSE,248,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,36,FALSE,FALSE,FALSE,en,NA,NA,,"Happy Dragonflight launch day everyone🎉!! 

Finally the day has arrived, and what better way to start than with a render of my characters amazed and excited to explore the dragon Isles! 
.
.
#worldofwarcraft #warcraft #dragonflight #3dart #nightelf https://t.co/KRVMWFlbBu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:04:27Z,1597275236613095400,1597275236613095425,"#Dragonflight launches today!

Remember to enjoy this moment, we only get it every 2 years. None of the weekly stuff unlocks until reset - take your time and have fun today because tomorrow we grind!",FALSE,199,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,1,FALSE,FALSE,NA,en,NA,NA,,"#Dragonflight launches today!

Remember to enjoy this moment, we only get it every 2 years. None of the weekly stuff unlocks until reset - take your time and have fun today because tomorrow we grind!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:04:12Z,1597275176403886e3,1597275176403886082,Two articles up today. First is an interview with @RealPatDawson and Eric Holmberg-Weidler over at @Blizzard_Ent about @Warcraft #Dragonflight: https://t.co/LZsW9tFTGV,FALSE,167,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,1,FALSE,FALSE,FALSE,en,NA,NA,,Two articles up today. First is an interview with @RealPatDawson and Eric Holmberg-Weidler over at @Blizzard_Ent about @Warcraft #Dragonflight: https://t.co/LZsW9tFTGV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:04:11Z,1597275171995648e3,1597275171995648001,"Counting down the hours until #Dragonflight, or know someone who is? Here are tips to prevent eye strain.

🧵",FALSE,108,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"Counting down the hours until #Dragonflight, or know someone who is? Here are tips to prevent eye strain.

🧵",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:04:02Z,1597275133873246200,1597275133873246209,"It’s decided I am going to surrender to madness and main Shadow Priest in DF. 
#warcraft #Dragonflight",FALSE,102,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"It’s decided I am going to surrender to madness and main Shadow Priest in DF. 
#warcraft #Dragonflight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:03:19Z,1597274952843300900,1597274952843300865,"Happy Dragonflight launch day! 🐉

We're going back to AZEROTH, finally! ❤️ Here's a quick portrait of mommy Alexstrasza to get on the hype train ✨

See you all on the Dragon Isles!

#warcraft #worldofwarcraft #alexstrasza #dragonflight https://t.co/CCpaosPzR4",FALSE,235,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,15,77,FALSE,FALSE,FALSE,en,NA,NA,,"Happy Dragonflight launch day! 🐉

We're going back to AZEROTH, finally! ❤️ Here's a quick portrait of mommy Alexstrasza to get on the hype train ✨

See you all on the Dragon Isles!

#warcraft #worldofwarcraft #alexstrasza #dragonflight https://t.co/CCpaosPzR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:02:54Z,1597274849826570200,1597274849826570240,I went and got chezzits and mini Mr.good bar and reeses and cookies to munch on while I adventure though #dragonflight #WorldOfWarcraft Im glad I’m PST https://t.co/NifQIqXybw,FALSE,151,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,I went and got chezzits and mini Mr.good bar and reeses and cookies to munch on while I adventure though #dragonflight #WorldOfWarcraft Im glad I’m PST https://t.co/NifQIqXybw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:02:54Z,1597274847071309800,1597274847071309824,One of the cheeses in my Basilisk Eggs we’re making on stream today! 🥵#Dragonflight https://t.co/0thKNJxTUP,FALSE,83,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,2,FALSE,FALSE,FALSE,en,NA,NA,,One of the cheeses in my Basilisk Eggs we’re making on stream today! 🥵#Dragonflight https://t.co/0thKNJxTUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:02:41Z,1597274794625405e3,1597274794625404928,Work has some Unlucky timing big big project that has to be finished by Wednesdays this week. Hopefully I can get at least 1 level a day this week. #Dragonflight,FALSE,161,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,Work has some Unlucky timing big big project that has to be finished by Wednesdays this week. Hopefully I can get at least 1 level a day this week. #Dragonflight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:02:10Z,1597274662832312300,1597274662832312320,Beyond excited to dive into #Dragonflight !!! Let’s gooooo 😍 #WoW_Partner https://t.co/uw7VdQbef0,FALSE,73,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,25,502,FALSE,FALSE,FALSE,en,1596233323332108300,1596233323332108289,,Beyond excited to dive into #Dragonflight !!! Let’s gooooo 😍 #WoW_Partner https://t.co/uw7VdQbef0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:02:00Z,1597274622915129300,1597274622915129344,"With #Dragonflight launch it will be my 8th expansion release, I was 18 years old living in a barracks in South Korea when a friend introduced me to the game, now many years later my own children are excitedly asking me #worldofwarcraft questions, I’m so excited for today.",FALSE,273,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,1,FALSE,FALSE,NA,en,NA,NA,,"With #Dragonflight launch it will be my 8th expansion release, I was 18 years old living in a barracks in South Korea when a friend introduced me to the game, now many years later my own children are excitedly asking me #worldofwarcraft questions, I’m so excited for today.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:01:38Z,1597274528010600400,1597274528010600449,"Work finished ☑️ 
Office tidied ☑️ 
IRL consumables ☑️ 
Pre-launch nap *pending* 
Ready for #Dragonflight #Warcraft #worldofwarcraft https://t.co/D0wMqYUv8s",FALSE,132,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Work finished ☑️ 
Office tidied ☑️ 
IRL consumables ☑️ 
Pre-launch nap *pending* 
Ready for #Dragonflight #Warcraft #worldofwarcraft https://t.co/D0wMqYUv8s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:01:32Z,1597274506695147500,1597274506695147520,#Dragonflight #worldofwarcraft It's time,FALSE,40,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,#Dragonflight #worldofwarcraft It's time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:01:05Z,1597274390303232e3,1597274390303232000,"#WorldOfWarcraft #Dragonflight Waiting Room -- 18:00 CET, EU-Silvermoon, WM ON! ~ 🐲🪁🀄️ https://t.co/f008e91zxw",FALSE,86,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"#WorldOfWarcraft #Dragonflight Waiting Room -- 18:00 CET, EU-Silvermoon, WM ON! ~ 🐲🪁🀄️ https://t.co/f008e91zxw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:01:02Z,1597274380803141600,1597274380803141632,"@Warcraft Tangled Dreamweaver and I are ready ^.^
#MogMonday #Pandaren #warcraft #worldofwarcraft #Dragonflight https://t.co/nlKXvz34d6",FALSE,111,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1597274126204383200,1597274126204383232,61033129,61033129,Warcraft,,,,NA,FALSE,1,21,FALSE,FALSE,FALSE,en,NA,NA,,"@Warcraft Tangled Dreamweaver and I are ready ^.^
#MogMonday #Pandaren #warcraft #worldofwarcraft #Dragonflight https://t.co/nlKXvz34d6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:00:30Z,1597274243443851300,1597274243443851265,How many people will watch @Asmongold today for #Dragonflight,FALSE,61,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,How many people will watch @Asmongold today for #Dragonflight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:00:28Z,1597274236783329300,1597274236783329281,"Method is levelling up! 

We are partnering up with RestedXP for #Dragonflight

Optimise your levelling routes &amp; get a 5% discount using code: Method
📎 https://t.co/3F9cR7AaCs https://t.co/M5SkJMmJM0",FALSE,179,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,16,76,FALSE,FALSE,FALSE,en,NA,NA,,"Method is levelling up! 

We are partnering up with RestedXP for #Dragonflight

Optimise your levelling routes &amp; get a 5% discount using code: Method
📎 https://t.co/3F9cR7AaCs https://t.co/M5SkJMmJM0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:00:18Z,1597274193543864300,1597274193543864325,"Nerf my excitement, blizz.  #Dragonflight #WoW_Partner https://t.co/YB6R3STFHy",FALSE,54,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,142,2801,FALSE,FALSE,FALSE,en,1596233323332108300,1596233323332108289,,"Nerf my excitement, blizz.  #Dragonflight #WoW_Partner https://t.co/YB6R3STFHy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:00:07Z,1597274146706456600,1597274146706456578,"Our 24hr #Dragonflight stream will be starting at 4pm EST. We are part of the ""support a streamer"" group and will have detailed instructions so you can get your Harvester pet and Feldrake mount! Hope to see you there! https://t.co/2JJZ3toFRh",FALSE,217,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,4,FALSE,FALSE,FALSE,en,NA,NA,,"Our 24hr #Dragonflight stream will be starting at 4pm EST. We are part of the ""support a streamer"" group and will have detailed instructions so you can get your Harvester pet and Feldrake mount! Hope to see you there! https://t.co/2JJZ3toFRh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:00:01Z,1597274124585517e3,1597274124585517059,"Hey there cats &amp; kittens, it's ya #VTuber 🐂 with this week's schedule. With #Dragonflight launching, it's gonna be an all WoW week. Not starting at 3pm PST today because of real life commitments, so I'll see y'all at 6 (-8 UTC) at https://t.co/TETvNFXx6e!
#ENVTuber #VTuberEN https://t.co/7f5bHOsfWk",FALSE,279,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Hey there cats &amp; kittens, it's ya #VTuber 🐂 with this week's schedule. With #Dragonflight launching, it's gonna be an all WoW week. Not starting at 3pm PST today because of real life commitments, so I'll see y'all at 6 (-8 UTC) at https://t.co/TETvNFXx6e!
#ENVTuber #VTuberEN https://t.co/7f5bHOsfWk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:00:01Z,1597274121166995500,1597274121166995456,"Drew tries out the new Dracthyr Evoker starter zone and goes on a quest for Dragon tail! Join the adventure by clicking the link here: https://t.co/WfjXKl7OMw
#Dragonflight #Wow #WorldofWarcraft #Evoker #Dracthyr #Warcraft #Dracthyrevoker #YouTuber https://t.co/TSismm6AmQ",FALSE,248,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,1,FALSE,FALSE,FALSE,en,NA,NA,,"Drew tries out the new Dracthyr Evoker starter zone and goes on a quest for Dragon tail! Join the adventure by clicking the link here: https://t.co/WfjXKl7OMw
#Dragonflight #Wow #WorldofWarcraft #Evoker #Dracthyr #Warcraft #Dracthyrevoker #YouTuber https://t.co/TSismm6AmQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T12:00:00Z,1597274120412176400,1597274120412176387,"Check out the item level of dungeon and crafted gear that becomes available when you hit Level 70.

https://t.co/Ut9NM479bf

#Warcraft #Dragonflight https://t.co/OO6bD6Wm63",FALSE,148,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,32,FALSE,FALSE,FALSE,en,NA,NA,,"Check out the item level of dungeon and crafted gear that becomes available when you hit Level 70.

https://t.co/Ut9NM479bf

#Warcraft #Dragonflight https://t.co/OO6bD6Wm63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T11:59:33Z,1597274004175605800,1597274004175605760,💋I’ll be LIVE at 8PM EST💋  The Renewal Gaming Stream Team has got you covered! 11/28-12/12 Gift 2 subs and link your bnet to earn Ichabod! 💚🍃 https://t.co/KbxKG8bPZ3 💚🍃 #dragonflight #renewalgaming #renewalgg #warcraft  🐉 https://t.co/4tzkHXGhEy,FALSE,221,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,4,FALSE,FALSE,FALSE,en,NA,NA,,💋I’ll be LIVE at 8PM EST💋  The Renewal Gaming Stream Team has got you covered! 11/28-12/12 Gift 2 subs and link your bnet to earn Ichabod! 💚🍃 https://t.co/KbxKG8bPZ3 💚🍃 #dragonflight #renewalgaming #renewalgg #warcraft  🐉 https://t.co/4tzkHXGhEy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T11:59:31Z,1597273998408429600,1597273998408429569,$TYRANT IS ON FIRE!!! @DragonTyrantERC @VitalikButerin @elonmusk #eth #CyberMonday #100xgem #FIFAWorldCupQatar2022 #buynow #CryptoInvestor #cryptocurrencies #Dragonflight #DragonAge #DragonSeason #memecoin https://t.co/oI6RrHC9vc,FALSE,205,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,2,7,FALSE,FALSE,FALSE,en,1597240410992414700,1597240410992414721,,$TYRANT IS ON FIRE!!! @DragonTyrantERC @VitalikButerin @elonmusk #eth #CyberMonday #100xgem #FIFAWorldCupQatar2022 #buynow #CryptoInvestor #cryptocurrencies #Dragonflight #DragonAge #DragonSeason #memecoin https://t.co/oI6RrHC9vc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T11:59:29Z,1597273987616477200,1597273987616477187,Who’s playing #Dragonflight today?!,FALSE,35,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,Who’s playing #Dragonflight today?!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T11:59:28Z,1597273985695514600,1597273985695514624,"Our class guides have been updated for #Dragonflight launch.

https://t.co/ZiodQnutQX

#Warcraft https://t.co/Joab9rFw3P",FALSE,96,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,17,FALSE,FALSE,FALSE,en,NA,NA,,"Our class guides have been updated for #Dragonflight launch.

https://t.co/ZiodQnutQX

#Warcraft https://t.co/Joab9rFw3P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28T11:59:10Z,1597273909359181800,1597273909359181824,"Drachtyr O’rone is ready for #dragonflight 🌺

Let’s gooooo!!! 
#tagorone https://t.co/hBOrTXst9j",FALSE,72,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,28,118,FALSE,FALSE,TRUE,en,NA,NA,,"Drachtyr O’rone is ready for #dragonflight 🌺

Let’s gooooo!!! 
#tagorone https://t.co/hBOrTXst9j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
